date,quota_value,net_worth,fund_name,fund_class
8/31/2020,1.7108984,217385837.9,Fundo 1,Fundo de Ações
8/31/2020,1.7087463,184860473.1,Fundo 2,Fundo de Ações
8/31/2020,1.7636179,5398929000,Fundo 3,Fundo de Ações
8/31/2020,1.2873301,29751264.71,Fundo 4,Fundo de Ações
8/31/2020,1.23682778,95342577.16,Fundo 5,Fundo de Ações
8/31/2020,1.1581535,128802265.1,Fundo 6,Fundo Multimercado
8/31/2020,1.6680389,34366201.41,Fundo 7,Fundo Multimercado
8/31/2020,1.046649,249921099.6,Fundo 8,Fundo de Ações
8/31/2020,1.23011086,490912542.1,Fundo 9,Fundo Multimercado
8/31/2020,1.7009221,665561322.6,Fundo 10,Fundo de Ações
8/31/2020,1.1968784,660326280.4,Fundo 11,Fundo Multimercado
8/31/2020,116.1069538,34675442.44,Fundo 12,Fundo Multimercado
8/31/2020,525.3338915,27624183.43,Fundo 13,Fundo de Ações
8/31/2020,15.1820848,828842222.9,Fundo 14,Fundo de Ações
8/31/2020,1.28260449,403196108.2,Fundo 15,Fundo de Ações
8/31/2020,2.2005205,1365309.42,Fundo 16,Fundo de Ações
8/31/2020,1.18392972,20681550.83,Fundo 17,Fundo Multimercado
8/31/2020,1.13939127,97812992.28,Fundo 18,Fundo Multimercado
8/31/2020,1.52928805,48691890.96,Fundo 19,Fundo de Ações
8/31/2020,132.498579,2932212340,Fundo 20,Fundo Multimercado
8/31/2020,1.50706308,51808850.41,Fundo 21,Fundo de Ações
8/31/2020,117.737062,77230863.38,Fundo 22,Fundo Multimercado
8/31/2020,13.659881,67085029.45,Fundo 23,Fundo de Ações
8/31/2020,13.692964,1417382544,Fundo 24,Fundo de Ações
8/31/2020,7.953886,203093526.7,Fundo 25,Fundo de Ações
8/31/2020,1.0778055,105840880.4,Fundo 26,Fundo Multimercado
8/31/2020,111.958043,439020230.5,Fundo 27,Fundo Multimercado
8/31/2020,1.1867666,314560370,Fundo 28,Fundo de Ações
8/31/2020,1.06909965,101527212.6,Fundo 29,Fundo Multimercado
8/31/2020,1.116584,631251437.9,Fundo 30,Fundo Multimercado
8/31/2020,1.95682189,5512403557,Fundo 31,Fundo Multimercado
8/31/2020,1.0826931,26292300.35,Fundo 32,Fundo Multimercado
8/31/2020,113.62548,119461412.3,Fundo 33,Fundo Multimercado
8/31/2020,12.5993291,137880022.7,Fundo 34,Fundo Multimercado
8/31/2020,1.6904941,112990556,Fundo 35,Fundo de Ações
8/31/2020,1.9905439,886663104.3,Fundo 36,Fundo de Ações
8/31/2020,1.3418329,1848148893,Fundo 37,Fundo Multimercado
8/31/2020,1.458713,447564867.6,Fundo 38,Fundo de Ações
8/31/2020,1.1518698,96498357.02,Fundo 39,Fundo Multimercado
8/31/2020,200.100897,971427282.1,Fundo 40,Fundo de Ações
8/31/2020,124.684518,118753951.8,Fundo 41,Fundo de Ações
8/31/2020,1.310891,986215512.6,Fundo 42,Fundo Multimercado
8/31/2020,1.3931613,56847791.66,Fundo 43,Fundo Multimercado
8/31/2020,1.2204309,154584438.8,Fundo 44,Fundo Multimercado
8/31/2020,1.5589582,66325291.82,Fundo 45,Fundo Multimercado
8/31/2020,1.405932,854919094.7,Fundo 46,Fundo Multimercado
8/31/2020,1.32668774,847258173.1,Fundo 47,Fundo Multimercado
8/31/2020,1.42615658,431614834.6,Fundo 48,Fundo Multimercado
8/31/2020,1.97896047,3296614909,Fundo 49,Fundo de Ações
8/31/2020,1.40378249,14203292367,Fundo 50,Fundo Multimercado
8/31/2020,121.998064,61449683.98,Fundo 51,Fundo Multimercado
8/31/2020,2.0414874,230223971.4,Fundo 52,Fundo de Ações
8/31/2020,1.1891112,29973768.29,Fundo 53,Fundo Multimercado
8/31/2020,1.23667092,40863363.97,Fundo 54,Fundo de Ações
8/31/2020,1.57486593,616940276.1,Fundo 55,Fundo de Ações
8/31/2020,1.6152724,410053195.4,Fundo 56,Fundo Multimercado
8/31/2020,11.679289,516101394.5,Fundo 57,Fundo Multimercado
8/31/2020,1.4124005,948598028.3,Fundo 58,Fundo Multimercado
8/31/2020,1.70295882,315741023.6,Fundo 59,Fundo Multimercado
8/31/2020,0.6807053,38910426.08,Fundo 60,Fundo Multimercado
8/31/2020,0.80767552,7029795.45,Fundo 61,Fundo Multimercado
8/31/2020,1.05902395,31891698.38,Fundo 62,Fundo Multimercado
8/31/2020,1.1541136,126602990.5,Fundo 63,Fundo de Ações
8/31/2020,1.23277056,418094750.8,Fundo 64,Fundo de Ações
8/31/2020,103.2468623,29739349.5,Fundo 65,Fundo Multimercado
8/31/2020,110.8001742,56799050.25,Fundo 66,Fundo Multimercado
8/31/2020,1.98783813,40361199.86,Fundo 67,Fundo Multimercado
8/31/2020,109.677753,509938734.4,Fundo 68,Fundo Multimercado
8/31/2020,1.0748475,1405071676,Fundo 69,Fundo Multimercado
8/31/2020,1.1350938,684963206.7,Fundo 70,Fundo Multimercado
8/31/2020,1.0905945,13511329.18,Fundo 71,Fundo Multimercado
8/31/2020,1.1255361,146778736.7,Fundo 72,Fundo Multimercado
8/31/2020,1.0833813,393750234,Fundo 73,Fundo Multimercado
8/31/2020,1.1507025,354403420.8,Fundo 74,Fundo Multimercado
8/31/2020,1.05447197,6600732.02,Fundo 75,Fundo Multimercado
8/31/2020,1.0564467,1340500617,Fundo 76,Fundo Multimercado
8/31/2020,1.03945117,35684471.85,Fundo 77,Fundo Multimercado
8/31/2020,1.98239989,1657597533,Fundo 78,Fundo de Ações
8/31/2020,1.9804906,29890802.12,Fundo 79,Fundo Multimercado
8/31/2020,1.95508542,855832185.3,Fundo 80,Fundo de Ações
8/31/2020,1.1539524,194506195.2,Fundo 81,Fundo de Ações
8/31/2020,3.13086623,212394826.4,Fundo 82,Fundo de Ações
8/31/2020,1.0250247,173441440.1,Fundo 83,Fundo Multimercado
8/31/2020,1.1177771,870559496.2,Fundo 84,Fundo Multimercado
8/31/2020,1.0926414,1597000887,Fundo 85,Fundo Multimercado
8/31/2020,1.1347614,1657233631,Fundo 86,Fundo de Ações
8/31/2020,1.32710389,89864662.45,Fundo 87,Fundo Multimercado
8/31/2020,1.049871,1093744667,Fundo 88,Fundo Multimercado
8/31/2020,1.19092568,144259682.8,Fundo 89,Fundo Multimercado
8/31/2020,1.03043361,922380776.2,Fundo 90,Fundo Multimercado
8/31/2020,1.16254871,186372844,Fundo 91,Fundo Multimercado
8/31/2020,1.35356668,164699524.8,Fundo 92,Fundo Multimercado
8/31/2020,2.22698178,1453744501,Fundo 93,Fundo Multimercado
8/31/2020,0.851922,85452686.06,Fundo 94,Fundo de Ações
8/31/2020,1.2330132,456993718.3,Fundo 95,Fundo Multimercado
8/31/2020,115.55522,176234580.1,Fundo 96,Fundo Multimercado
8/31/2020,114.173609,915548848.3,Fundo 97,Fundo Multimercado
8/31/2020,1.5488202,229188430.4,Fundo 98,Fundo de Ações
8/31/2020,1.3978616,97802511.56,Fundo 99,Fundo Multimercado
8/31/2020,1.5457969,41282270.61,Fundo 100,Fundo Multimercado
8/31/2020,1.0432585,62397291.27,Fundo 101,Fundo Multimercado
8/31/2020,1.3426381,371971190,Fundo 102,Fundo Multimercado
8/31/2020,1.2219597,126881466.7,Fundo 103,Fundo de Ações
8/31/2020,1.12817683,54156606.35,Fundo 104,Fundo Multimercado
8/31/2020,1.1772169,61344828.06,Fundo 105,Fundo Multimercado
8/31/2020,1.1783248,1321739042,Fundo 106,Fundo Multimercado
8/31/2020,1.247183302,478581602.8,Fundo 107,Fundo Multimercado
8/31/2020,0,0,Fundo 108,Fundo de Ações
8/31/2020,117.8929463,499375859.5,Fundo 109,Fundo Multimercado
8/31/2020,1.1208373,385712674.4,Fundo 110,Fundo Multimercado
8/31/2020,1.0565764,24169552.49,Fundo 111,Fundo Multimercado
8/31/2020,185.0764695,304217565.6,Fundo 112,Fundo Multimercado
8/31/2020,139.5188139,22547845.13,Fundo 113,Fundo Multimercado
8/31/2020,1.36811635,26621088.41,Fundo 114,Fundo de Ações
8/31/2020,1001.924172,16327331.38,Fundo 115,Fundo Multimercado
8/31/2020,1.1643078,1205407534,Fundo 116,Fundo Multimercado
8/31/2020,1.3106646,72475712.05,Fundo 117,Fundo de Ações
8/31/2020,110.850663,94394423.07,Fundo 118,Fundo de Ações
8/31/2020,1.04096527,18618166.64,Fundo 119,Fundo Multimercado
8/31/2020,1.0455751,1173480016,Fundo 120,Fundo Multimercado
8/31/2020,1.0166824,61114470.94,Fundo 121,Fundo de Ações
8/31/2020,1.4314484,5495114.83,Fundo 122,Fundo Multimercado
8/31/2020,1.63735861,848467186.8,Fundo 123,Fundo de Ações
8/31/2020,1.13311405,229554419.8,Fundo 124,Fundo Multimercado
8/31/2020,1.27733825,459695043.8,Fundo 125,Fundo de Ações
8/31/2020,1.086499,510951969,Fundo 126,Fundo Multimercado
8/31/2020,1.2057239,438018507.8,Fundo 127,Fundo de Ações
8/31/2020,1.214510465,133969850.2,Fundo 128,Fundo Multimercado
8/31/2020,1.0642847,9484438.5,Fundo 129,Fundo Multimercado
8/31/2020,2.5660949,1963457399,Fundo 130,Fundo de Ações
8/31/2020,1.25972154,1154364578,Fundo 131,Fundo Multimercado
8/31/2020,0.886513,47296471.4,Fundo 132,Fundo de Ações
8/31/2020,1.1606343,514667109,Fundo 133,Fundo Multimercado
8/31/2020,1.13419166,61268901.2,Fundo 134,Fundo de Ações
8/31/2020,111.465673,234225889.4,Fundo 135,Fundo Multimercado
8/31/2020,1.227862,1259858492,Fundo 136,Fundo Multimercado
8/31/2020,1.52316757,744530745.1,Fundo 137,Fundo Multimercado
8/31/2020,11.607175,1675076511,Fundo 138,Fundo Multimercado
8/31/2020,10.383615,4504201.06,Fundo 139,Fundo Multimercado
8/31/2020,1.65666665,2968405727,Fundo 140,Fundo de Ações
8/31/2020,1.1787798,784434287.3,Fundo 141,Fundo Multimercado
8/31/2020,1.24660016,117675512.1,Fundo 142,Fundo Multimercado
8/31/2020,12.6879,2159681633,Fundo 143,Fundo Multimercado
8/31/2020,1.76036993,1345791708,Fundo 144,Fundo de Ações
8/31/2020,2.14022361,2418380722,Fundo 145,Fundo Multimercado
8/31/2020,2.09141758,235418925.7,Fundo 146,Fundo de Ações
8/31/2020,193.6152537,217992439.7,Fundo 147,Fundo de Ações
8/31/2020,1270.549322,200167628.7,Fundo 148,Fundo de Ações
8/31/2020,178.066771,1519658493,Fundo 149,Fundo de Ações
8/31/2020,1.2062996,11592606.07,Fundo 150,Fundo Multimercado
8/31/2020,1.5704726,54001234.71,Fundo 151,Fundo de Ações
8/31/2020,1.2799597,253807276.2,Fundo 152,Fundo Multimercado
8/31/2020,1.2250551,400171242.9,Fundo 153,Fundo Multimercado
8/31/2020,12.9230382,2287504464,Fundo 154,Fundo Multimercado
8/31/2020,3.1970121,18954489.55,Fundo 155,Fundo Multimercado
8/31/2020,1.7817144,318831387.2,Fundo 156,Fundo Multimercado
8/31/2020,1.89363026,2474095374,Fundo 157,Fundo Multimercado
8/31/2020,2.98223881,712550706.8,Fundo 158,Fundo de Ações
8/31/2020,1.50797014,349285556.4,Fundo 159,Fundo Multimercado
8/31/2020,2.08240861,135154482.4,Fundo 160,Fundo Multimercado
8/31/2020,2.1577597,4544363.35,Fundo 161,Fundo de Ações
8/31/2020,178.0514514,134304077.1,Fundo 162,Fundo Multimercado
8/31/2020,174.612478,5885910.95,Fundo 163,Fundo Multimercado
8/31/2020,171.093512,7409462.11,Fundo 164,Fundo Multimercado
8/31/2020,3.31111961,1849321631,Fundo 165,Fundo Multimercado
8/31/2020,1.00008572,109302898.9,Fundo 166,Fundo Multimercado
8/31/2020,2.4752484,93685288.54,Fundo 167,Fundo de Ações
8/31/2020,2.3798015,137675910.3,Fundo 168,Fundo de Ações
8/31/2020,1.6132524,14821650.74,Fundo 169,Fundo Multimercado
8/31/2020,1334.476317,3329715.58,Fundo 170,Fundo Multimercado
8/31/2020,1.27400294,134149812.9,Fundo 171,Fundo Multimercado
8/31/2020,2.3782771,11586627.24,Fundo 172,Fundo de Ações
8/31/2020,8.3100134,787273863.2,Fundo 173,Fundo de Ações
8/31/2020,1.8864791,107441562.8,Fundo 174,Fundo Multimercado
8/31/2020,1.72552384,354455149.3,Fundo 175,Fundo Multimercado
8/31/2020,1.67924466,21494260.39,Fundo 176,Fundo Multimercado
8/31/2020,1.4145426,1168444.44,Fundo 177,Fundo Multimercado
8/31/2020,2.16170925,2554620076,Fundo 178,Fundo Multimercado
8/31/2020,2.4154695,7740076.01,Fundo 179,Fundo Multimercado
8/31/2020,376.2185291,234976463.9,Fundo 180,Fundo de Ações
8/31/2020,16.228428,373127151.4,Fundo 181,Fundo Multimercado
8/31/2020,1.56435008,966525815.2,Fundo 182,Fundo Multimercado
8/31/2020,5.5756259,250456378,Fundo 183,Fundo Multimercado
8/31/2020,11.2170455,98589646.55,Fundo 184,Fundo Multimercado
8/31/2020,1.8901679,4970439156,Fundo 185,Fundo Multimercado
8/31/2020,1.92646824,124631929,Fundo 186,Fundo Multimercado
8/31/2020,192.6375463,153752367.8,Fundo 187,Fundo Multimercado
8/31/2020,1.51473277,46721715.15,Fundo 188,Fundo Multimercado
8/31/2020,462.0717485,3902690225,Fundo 189,Fundo Multimercado
8/31/2020,3.3108857,970089628.6,Fundo 190,Fundo de Ações
8/31/2020,5.81047007,528075922.1,Fundo 191,Fundo de Ações
8/31/2020,385.9651167,342623193.9,Fundo 192,Fundo de Ações
8/31/2020,203.2863465,46817810.03,Fundo 193,Fundo Multimercado
8/31/2020,1.6929203,152485171.2,Fundo 194,Fundo de Ações
8/31/2020,355.156204,772638935,Fundo 195,Fundo de Ações
8/31/2020,1.79362946,276240356.5,Fundo 196,Fundo Multimercado
8/31/2020,2.93287923,10824080224,Fundo 197,Fundo Multimercado
8/31/2020,1.9190012,132570565.5,Fundo 198,Fundo Multimercado
8/31/2020,2.3464907,1087791127,Fundo 199,Fundo Multimercado
8/31/2020,198.4331548,291074875.3,Fundo 200,Fundo Multimercado
8/31/2020,1.9153159,78248485.88,Fundo 201,Fundo Multimercado
8/31/2020,2.111688,33972096.49,Fundo 202,Fundo Multimercado
8/31/2020,2.7249589,501139756.2,Fundo 203,Fundo de Ações
8/31/2020,3.3290215,229910505.8,Fundo 204,Fundo de Ações
8/31/2020,1.6525338,1223321772,Fundo 205,Fundo Multimercado
8/31/2020,1.3003141,78584717.23,Fundo 206,Fundo Multimercado
8/31/2020,1.43382555,103801136.5,Fundo 207,Fundo Multimercado
8/31/2020,80.6932051,13410148.16,Fundo 208,Fundo Multimercado
8/31/2020,106.6300911,25140406.19,Fundo 209,Fundo Multimercado
8/31/2020,164.171533,449906431.1,Fundo 210,Fundo Multimercado
8/31/2020,1.31218528,108209900,Fundo 211,Fundo Multimercado
8/31/2020,1.40421679,175538611.1,Fundo 212,Fundo Multimercado
8/31/2020,1.75372166,21240211.72,Fundo 213,Fundo de Ações
8/31/2020,1.5275813,148377469.3,Fundo 214,Fundo Multimercado
8/31/2020,1.4038147,36711023.29,Fundo 215,Fundo Multimercado
8/31/2020,2.4419853,225674515,Fundo 216,Fundo de Ações
8/31/2020,1.4176656,372117959.8,Fundo 217,Fundo Multimercado
8/31/2020,1.091686591,2420260.99,Fundo 218,Fundo Multimercado
8/31/2020,1.5252611,952473364.6,Fundo 219,Fundo Multimercado
8/31/2020,1.308189,588906218.9,Fundo 220,Fundo Multimercado
8/31/2020,1.7018955,6457993171,Fundo 221,Fundo Multimercado
8/31/2020,2.3832139,2973395880,Fundo 222,Fundo Multimercado
8/31/2020,1.5209309,447786037.6,Fundo 223,Fundo Multimercado
8/31/2020,1.96907876,16980816.68,Fundo 224,Fundo de Ações
8/31/2020,1.77822331,1452214493,Fundo 225,Fundo Multimercado
8/31/2020,144.4162619,74770849.53,Fundo 226,Fundo Multimercado
8/31/2020,191.768642,1416730389,Fundo 227,Fundo Multimercado
8/31/2020,413.0883892,1715566660,Fundo 228,Fundo Multimercado
8/31/2020,1.279439,129032949.8,Fundo 229,Fundo Multimercado
8/31/2020,2.0123874,496452390.1,Fundo 230,Fundo Multimercado
8/31/2020,161.3528676,11701576.52,Fundo 231,Fundo Multimercado
8/31/2020,170.7110231,453088457.4,Fundo 232,Fundo Multimercado
8/31/2020,6.0944426,163256920.7,Fundo 233,Fundo de Ações
8/31/2020,3.9984218,2294627424,Fundo 234,Fundo Multimercado
8/31/2020,3.29768355,113851839.7,Fundo 235,Fundo Multimercado
8/31/2020,3.96760254,1036219496,Fundo 236,Fundo Multimercado
8/31/2020,257.4658308,18112821.47,Fundo 237,Fundo Multimercado
8/31/2020,241.3702545,47799207.77,Fundo 238,Fundo Multimercado
8/31/2020,4.14354261,1504712480,Fundo 239,Fundo Multimercado
8/31/2020,19.0458682,91012610.05,Fundo 240,Fundo Multimercado
8/31/2020,49.9123223,5263486686,Fundo 241,Fundo de Ações
8/31/2020,26.58753712,918159134.3,Fundo 242,Fundo Multimercado
8/31/2020,2.15681638,258687775.7,Fundo 243,Fundo Multimercado
8/31/2020,1.0598695,13665162.24,Fundo 244,Fundo Multimercado
8/31/2020,1.0616507,111020165.2,Fundo 245,Fundo Multimercado
8/31/2020,2.701477,317534626.6,Fundo 246,Fundo Multimercado
8/31/2020,2.5361588,100709362,Fundo 247,Fundo Multimercado
8/31/2020,2.32287514,405611856.4,Fundo 248,Fundo de Ações
8/31/2020,202.1587187,51474881.03,Fundo 249,Fundo de Ações
8/31/2020,0.98612082,10824247.98,Fundo 250,Fundo de Ações
8/31/2020,1.04961431,3301171.76,Fundo 251,Fundo de Ações
8/31/2020,0.95834558,746300878.2,Fundo 252,Fundo de Ações
8/31/2020,1.06411453,7549218.95,Fundo 253,Fundo Multimercado
8/31/2020,1.1667634,11138440.5,Fundo 254,Fundo de Ações
8/31/2020,102.765254,63628376.58,Fundo 255,Fundo Multimercado
8/31/2020,0.99382785,23086856.91,Fundo 256,Fundo Multimercado
8/31/2020,1028.385405,16021970.51,Fundo 257,Fundo Multimercado
8/31/2020,3.17705164,39082776.74,Fundo 258,Fundo Multimercado
8/31/2020,2.33962973,139211138.9,Fundo 259,Fundo Multimercado
8/31/2020,4.26205181,439068054.1,Fundo 260,Fundo de Ações
8/31/2020,3.2439617,815107475.7,Fundo 261,Fundo Multimercado
8/31/2020,5.71850518,3412343668,Fundo 262,Fundo de Ações
8/31/2020,247.3413067,14707300.57,Fundo 263,Fundo Multimercado
8/31/2020,1.0788273,17754589.85,Fundo 264,Fundo Multimercado
8/31/2020,1.6196153,48831862.98,Fundo 265,Fundo de Ações
8/31/2020,3.83914758,4201647692,Fundo 266,Fundo de Ações
8/31/2020,100.045545,49973885.94,Fundo 267,Fundo de Ações
8/31/2020,10.9290752,180678206.4,Fundo 268,Fundo de Ações
8/31/2020,100,2000000,Fundo 269,Fundo Multimercado
8/31/2020,1,2000000,Fundo 270,Fundo de Ações
8/31/2020,1.0048466,1004846.6,Fundo 271,Fundo Multimercado
8/31/2020,1.0116647,1511664.78,Fundo 272,Fundo Multimercado
8/31/2020,1000,1000000,Fundo 273,Fundo Multimercado
8/31/2020,0.9923187,100236322.6,Fundo 274,Fundo Multimercado
8/31/2020,1.0079879,150495115.7,Fundo 275,Fundo Multimercado
8/31/2020,9.6269989,658687443.5,Fundo 276,Fundo de Ações
8/31/2020,0.9874118,4937059.14,Fundo 277,Fundo Multimercado
8/31/2020,2.6699692,1101631332,Fundo 278,Fundo Multimercado
8/31/2020,5.7078728,1476893138,Fundo 279,Fundo de Ações
8/31/2020,1.1787422,57224712.8,Fundo 280,Fundo Multimercado
8/31/2020,1.204081,8965884.75,Fundo 281,Fundo Multimercado
8/31/2020,0.99030766,33267169.78,Fundo 282,Fundo de Ações
8/31/2020,1.01643902,313924288.8,Fundo 283,Fundo de Ações
8/31/2020,155.0158283,18799466.02,Fundo 284,Fundo de Ações
8/31/2020,0.8960288,8594703.44,Fundo 285,Fundo de Ações
8/31/2020,1.13108183,7884795.96,Fundo 286,Fundo de Ações
8/31/2020,1.21082902,11808603.73,Fundo 287,Fundo de Ações
8/31/2020,1.06198001,2307053.08,Fundo 288,Fundo Multimercado
8/31/2020,99.40284818,85288286.35,Fundo 289,Fundo Multimercado
8/31/2020,10.750142,5268346.93,Fundo 290,Fundo de Ações
8/31/2020,13.167523,108812028.8,Fundo 291,Fundo de Ações
8/31/2020,3.5253116,1166345598,Fundo 292,Fundo de Ações
8/31/2020,5.4432492,1209926559,Fundo 293,Fundo de Ações
8/31/2020,3.0583885,81881218.06,Fundo 294,Fundo de Ações
8/31/2020,2.87484221,218703975.2,Fundo 295,Fundo Multimercado
8/31/2020,1.0179215,137819072.9,Fundo 296,Fundo Multimercado
8/31/2020,331.2779065,1602926637,Fundo 297,Fundo Multimercado
8/31/2020,1.8793068,816298484.1,Fundo 298,Fundo de Ações
8/31/2020,1.5619071,1318867382,Fundo 299,Fundo de Ações
8/31/2020,1.1091399,68733931.99,Fundo 300,Fundo Multimercado
8/31/2020,3.51050734,10331531886,Fundo 301,Fundo Multimercado
8/31/2020,442.4662384,1608980107,Fundo 302,Fundo de Ações
8/31/2020,4.09365053,2701033181,Fundo 303,Fundo de Ações
8/31/2020,1.0287307,67924494.29,Fundo 304,Fundo Multimercado
8/31/2020,2.494551,1304191.22,Fundo 305,Fundo Multimercado
8/31/2020,1126.024414,211653909.3,Fundo 306,Fundo Multimercado
8/31/2020,397.4112642,9866263132,Fundo 307,Fundo Multimercado
8/31/2020,3.17111428,468271104.7,Fundo 308,Fundo Multimercado
8/31/2020,4.1599877,541221516.6,Fundo 309,Fundo de Ações
8/31/2020,3.395512,564027779.5,Fundo 310,Fundo de Ações
8/31/2020,4.33158393,269674750.3,Fundo 311,Fundo Multimercado
8/31/2020,504.882407,1882210729,Fundo 312,Fundo Multimercado
8/31/2020,5.2644254,645084087.2,Fundo 313,Fundo Multimercado
8/31/2020,4.47867004,85795767.05,Fundo 314,Fundo Multimercado
8/31/2020,172.3692484,31065983.48,Fundo 315,Fundo de Ações
8/31/2020,297.064319,47515264.61,Fundo 316,Fundo de Ações
8/31/2020,372.5610534,64558180.52,Fundo 317,Fundo Multimercado
8/31/2020,12.3632713,2963513448,Fundo 318,Fundo Multimercado
8/31/2020,3.4746287,38432263.06,Fundo 319,Fundo de Ações
8/31/2020,3.1034775,328354963.9,Fundo 320,Fundo de Ações
8/31/2020,4.8085695,201440193.2,Fundo 321,Fundo Multimercado
8/31/2020,3.2298083,99530697.71,Fundo 322,Fundo Multimercado
8/31/2020,11.7458914,20620643793,Fundo 323,Fundo Multimercado
8/31/2020,105.1864431,6604479.89,Fundo 324,Fundo de Ações
8/31/2020,0.99137845,3811191.33,Fundo 325,Fundo Multimercado
8/31/2020,26.705412,5285815538,Fundo 326,Fundo Multimercado
8/31/2020,1,3000000,Fundo 327,Fundo Multimercado
8/31/2020,100,4980000,Fundo 328,Fundo Multimercado
8/31/2020,1.0341735,580280663.2,Fundo 329,Fundo Multimercado
8/31/2020,0.988638,30107501.82,Fundo 330,Fundo de Ações
8/31/2020,1.0704654,36412266.24,Fundo 331,Fundo de Ações
8/31/2020,1.1565749,252007942,Fundo 332,Fundo Multimercado
8/31/2020,0.975225,47736613.32,Fundo 333,Fundo de Ações
8/31/2020,1.1061451,10992373.73,Fundo 334,Fundo Multimercado
8/31/2020,10.2355923,74789778.03,Fundo 335,Fundo Multimercado
8/31/2020,2.7534118,20027146.25,Fundo 336,Fundo Multimercado
8/31/2020,2.4678994,32381650.08,Fundo 337,Fundo de Ações
8/31/2020,257.726857,324964764.7,Fundo 338,Fundo de Ações
8/31/2020,3.8724878,918162866,Fundo 339,Fundo de Ações
8/31/2020,0.9989639,39817846.26,Fundo 340,Fundo de Ações
8/31/2020,1000,10200000,Fundo 341,Fundo Multimercado
8/31/2020,22.170738,84864569.25,Fundo 342,Fundo Multimercado
8/31/2020,3.0404065,514128928.6,Fundo 343,Fundo de Ações
8/31/2020,3.7697403,314538624.9,Fundo 344,Fundo Multimercado
8/31/2020,100,2000000,Fundo 345,Fundo de Ações
8/31/2020,1.0405486,8476916.27,Fundo 346,Fundo Multimercado
8/31/2020,1.031358,188256161.5,Fundo 347,Fundo Multimercado
8/31/2020,1.0795269,1826637663,Fundo 348,Fundo Multimercado
8/31/2020,1.1541103,739711292.7,Fundo 349,Fundo Multimercado
8/31/2020,0.8190627,67561449.33,Fundo 350,Fundo de Ações
8/31/2020,0.9400511,289818383.6,Fundo 351,Fundo de Ações
8/31/2020,1.0588407,7509434.63,Fundo 352,Fundo Multimercado
8/31/2020,1.05338224,836075690.8,Fundo 353,Fundo Multimercado
8/31/2020,0.9345017,63149104.67,Fundo 354,Fundo de Ações
8/31/2020,7.838801,61457189.05,Fundo 355,Fundo Multimercado
8/31/2020,107.654254,164465667.3,Fundo 356,Fundo Multimercado
8/31/2020,110.9780075,60287469.16,Fundo 357,Fundo Multimercado
8/31/2020,0,0,Fundo 358,Fundo de Ações
8/31/2020,1.0087959,173511972.5,Fundo 359,Fundo Multimercado
8/31/2020,1.3274837,203861275.6,Fundo 360,Fundo Multimercado
8/31/2020,1.0570879,1430334110,Fundo 361,Fundo Multimercado
8/31/2020,1.6170575,8031354186,Fundo 362,Fundo de Ações
8/31/2020,1.4515585,877363426.9,Fundo 363,Fundo de Ações
8/31/2020,11.7681617,3055323734,Fundo 364,Fundo Multimercado
8/31/2020,10,130000000,Fundo 365,Fundo Multimercado
8/31/2020,1.0336106,241704455.6,Fundo 366,Fundo Multimercado
8/31/2020,0.8998711,84263971.15,Fundo 367,Fundo de Ações
8/31/2020,1.02816685,354960691.2,Fundo 368,Fundo de Ações
8/31/2020,1.0313209,143367827.5,Fundo 369,Fundo de Ações
8/31/2020,1.0491125,42352252,Fundo 370,Fundo Multimercado
8/31/2020,0.95832084,64320149.26,Fundo 371,Fundo Multimercado
8/31/2020,1.04478459,59975068.65,Fundo 372,Fundo Multimercado
8/31/2020,1.2145976,170514665.2,Fundo 373,Fundo de Ações
8/31/2020,1.17769675,136526306.7,Fundo 374,Fundo de Ações
8/31/2020,0.91512588,157054608,Fundo 375,Fundo de Ações
8/31/2020,0.84678482,7163970.72,Fundo 376,Fundo de Ações
8/31/2020,1.27054095,34749203.34,Fundo 377,Fundo de Ações
8/31/2020,0.82053182,2190578.79,Fundo 378,Fundo de Ações
8/31/2020,1.0099658,15594317.57,Fundo 379,Fundo de Ações
8/31/2020,86.29803,228326145.8,Fundo 380,Fundo Multimercado
8/31/2020,1.0958233,13197951.63,Fundo 381,Fundo Multimercado
8/31/2020,109.608725,91274111.23,Fundo 382,Fundo Multimercado
8/31/2020,100,5000000,Fundo 383,Fundo Multimercado
8/31/2020,1.04959556,10113524.33,Fundo 384,Fundo de Ações
8/31/2020,1.17238855,96296631.86,Fundo 385,Fundo de Ações
8/31/2020,1.0291464,137072492,Fundo 386,Fundo Multimercado
8/31/2020,1.14383691,15706219.86,Fundo 387,Fundo Multimercado
8/31/2020,99.477797,92614402.46,Fundo 388,Fundo de Ações
8/31/2020,23.8557571,431788642.7,Fundo 389,Fundo Multimercado
8/31/2020,1.08492937,14288964.6,Fundo 390,Fundo Multimercado
8/31/2020,0.99630207,1832844.62,Fundo 391,Fundo de Ações
8/31/2020,1.2154602,2861241065,Fundo 392,Fundo Multimercado
8/31/2020,0.99627834,6890723798,Fundo 393,Fundo Multimercado
8/31/2020,0.8875669,131013230.4,Fundo 394,Fundo de Ações
8/31/2020,0.9987308,518989890.7,Fundo 395,Fundo Multimercado
8/31/2020,0.9603757,182815376.2,Fundo 396,Fundo de Ações
8/31/2020,1.08952696,44390087.05,Fundo 397,Fundo de Ações
8/31/2020,1.01179172,182377062.6,Fundo 398,Fundo Multimercado
