date,quota_value,net_worth,fund_name,fund_class
9/11/2020,29.2145887,1250622831,Fundo 547,Fundo Multimercado
9/10/2020,29.2020166,1250084641,Fundo 547,Fundo Multimercado
9/9/2020,29.3603957,1256864563,Fundo 547,Fundo Multimercado
9/8/2020,29.2733623,350775017.7,Fundo 547,Fundo Multimercado
9/10/2020,3.2911048,3540660136,Fundo 523,Fundo Multimercado
9/9/2020,3.2915398,3536396004,Fundo 523,Fundo Multimercado
9/8/2020,3.2926988,3555435790,Fundo 523,Fundo Multimercado
9/11/2020,3.2906258,3521345066,Fundo 523,Fundo Multimercado
9/11/2020,4.4214849,260083199.9,Fundo 515,Fundo de Ações
9/10/2020,4.4680787,262822721.3,Fundo 515,Fundo de Ações
9/9/2020,4.5818484,269514920.5,Fundo 515,Fundo de Ações
9/8/2020,4.5138338,265514146.1,Fundo 515,Fundo de Ações
9/11/2020,6.7429544,9612973262,Fundo 505,Fundo Multimercado
9/10/2020,6.7429544,9612973262,Fundo 505,Fundo Multimercado
9/9/2020,6.7429544,9612985262,Fundo 505,Fundo Multimercado
9/8/2020,6.7429544,9612985262,Fundo 505,Fundo Multimercado
9/11/2020,3.9032058,15284311747,Fundo 507,Fundo Multimercado
9/10/2020,3.8947692,15292470199,Fundo 507,Fundo Multimercado
9/9/2020,3.8893057,15239682992,Fundo 507,Fundo Multimercado
9/8/2020,3.8908199,15241673750,Fundo 507,Fundo Multimercado
9/11/2020,2.26188072,22374965.61,Fundo 506,Fundo de Ações
9/10/2020,2.27720193,22565526.44,Fundo 506,Fundo de Ações
9/9/2020,2.32135498,23045049.78,Fundo 506,Fundo de Ações
9/8/2020,2.30443946,22920971.78,Fundo 506,Fundo de Ações
9/11/2020,19.032053,697085082.4,Fundo 508,Fundo Multimercado
9/10/2020,19.031009,697046838.6,Fundo 508,Fundo Multimercado
9/9/2020,19.095664,699414946.1,Fundo 508,Fundo Multimercado
9/8/2020,19.074694,698646873.3,Fundo 508,Fundo Multimercado
9/11/2020,2163.195451,79618070.99,Fundo 481,Fundo de Ações
9/10/2020,2178.690751,80213566.45,Fundo 481,Fundo de Ações
9/9/2020,2237.380426,82518134.62,Fundo 481,Fundo de Ações
9/8/2020,2214.12666,81660498.9,Fundo 481,Fundo de Ações
9/8/2020,3.2325238,758703602.2,Fundo 482,Fundo de Ações
9/11/2020,3.2275919,757546023.4,Fundo 482,Fundo de Ações
9/10/2020,3.2248595,756904722.9,Fundo 482,Fundo de Ações
9/9/2020,3.2680374,767038969.9,Fundo 482,Fundo de Ações
9/8/2020,2.8209904,803507509.6,Fundo 545,Fundo de Ações
9/9/2020,2.8740119,818446227.7,Fundo 545,Fundo de Ações
9/11/2020,2.7754578,791380838.4,Fundo 545,Fundo de Ações
9/10/2020,2.7987785,797122797.3,Fundo 545,Fundo de Ações
9/11/2020,9.8092915,4730539921,Fundo 544,Fundo de Ações
9/10/2020,9.91388093,4786285334,Fundo 544,Fundo de Ações
9/9/2020,10.15260441,4896610430,Fundo 544,Fundo de Ações
9/8/2020,10.10542669,4882090963,Fundo 544,Fundo de Ações
9/11/2020,0,0,Fundo 489,Fundo Multimercado
9/10/2020,0,0,Fundo 489,Fundo Multimercado
9/9/2020,29.851204,0,Fundo 489,Fundo Multimercado
9/8/2020,29.701632,253872756,Fundo 489,Fundo Multimercado
9/8/2020,34.7074178,443059434.2,Fundo 538,Fundo Multimercado
9/9/2020,34.279977,437602914.9,Fundo 538,Fundo Multimercado
9/10/2020,34.3038963,437908257.8,Fundo 538,Fundo Multimercado
9/11/2020,34.4476782,439743713.7,Fundo 538,Fundo Multimercado
9/11/2020,379.3366053,12312388.59,Fundo 539,Fundo de Ações
9/10/2020,382.9122967,12861607.07,Fundo 539,Fundo de Ações
9/9/2020,393.483228,13216673.14,Fundo 539,Fundo de Ações
9/8/2020,387.1569604,13004180.7,Fundo 539,Fundo de Ações
9/11/2020,5.2175053,483348082.8,Fundo 543,Fundo de Ações
9/10/2020,5.2606298,487459080.7,Fundo 543,Fundo de Ações
9/9/2020,5.3435104,495122686.3,Fundo 543,Fundo de Ações
9/8/2020,5.3015216,491028671.6,Fundo 543,Fundo de Ações
9/11/2020,3.1340972,827852962.2,Fundo 492,Fundo Multimercado
9/10/2020,3.1297408,826747478.4,Fundo 492,Fundo Multimercado
9/9/2020,3.12635887,826194817.9,Fundo 492,Fundo Multimercado
9/8/2020,3.12660102,825234827,Fundo 492,Fundo Multimercado
9/11/2020,3.33538886,336060025,Fundo 493,Fundo Multimercado
9/10/2020,3.3373429,336166801.1,Fundo 493,Fundo Multimercado
9/9/2020,3.3419573,336183304.4,Fundo 493,Fundo Multimercado
9/8/2020,3.34195272,335775719.7,Fundo 493,Fundo Multimercado
9/11/2020,455.3577557,395952761.9,Fundo 495,Fundo de Ações
9/10/2020,457.2726092,397336630.3,Fundo 495,Fundo de Ações
9/9/2020,468.9585979,407468085.7,Fundo 495,Fundo de Ações
9/8/2020,462.0408262,401009093.8,Fundo 495,Fundo de Ações
9/11/2020,422.9480379,278047016,Fundo 496,Fundo de Ações
9/10/2020,423.9147472,278669503.2,Fundo 496,Fundo de Ações
9/9/2020,434.6854014,285768282.4,Fundo 496,Fundo de Ações
9/8/2020,429.6083683,282448359.4,Fundo 496,Fundo de Ações
9/11/2020,5.4414655,14797377080,Fundo 490,Fundo Multimercado
9/10/2020,5.4620466,14817258969,Fundo 490,Fundo Multimercado
9/9/2020,5.5042987,14964846743,Fundo 490,Fundo Multimercado
9/8/2020,5.4585628,14829149413,Fundo 490,Fundo Multimercado
9/9/2020,4.1730294,2267732647,Fundo 488,Fundo de Ações
9/8/2020,4.0884745,2222218261,Fundo 488,Fundo de Ações
9/10/2020,4.0170822,2181531257,Fundo 488,Fundo de Ações
9/11/2020,3.926642,2131742751,Fundo 488,Fundo de Ações
9/11/2020,2.39818265,90992201.33,Fundo 494,Fundo Multimercado
9/10/2020,2.40682482,91320103.89,Fundo 494,Fundo Multimercado
9/9/2020,2.43123686,92246349.24,Fundo 494,Fundo Multimercado
9/8/2020,2.418861,91776782.42,Fundo 494,Fundo Multimercado
9/11/2020,219.4613732,36344267.31,Fundo 498,Fundo Multimercado
9/9/2020,221.1059027,36616612.37,Fundo 498,Fundo Multimercado
9/10/2020,219.7493238,36391953.84,Fundo 498,Fundo Multimercado
9/8/2020,220.3555942,36492356.27,Fundo 498,Fundo Multimercado
9/11/2020,5.0200145,35877159.6,Fundo 457,Fundo de Ações
9/10/2020,5.0335767,35977048.76,Fundo 457,Fundo de Ações
9/9/2020,5.1788308,37018311.47,Fundo 457,Fundo de Ações
9/8/2020,5.1178254,36585183.59,Fundo 457,Fundo de Ações
9/11/2020,5.4089395,34549411.68,Fundo 458,Fundo de Ações
9/10/2020,5.48512754,35036060.15,Fundo 458,Fundo de Ações
9/9/2020,5.61405803,35859599.13,Fundo 458,Fundo de Ações
9/8/2020,5.55180473,35461958.34,Fundo 458,Fundo de Ações
9/8/2020,5.5471268,2100152789,Fundo 460,Fundo Multimercado
9/9/2020,5.60361309,2129866549,Fundo 460,Fundo Multimercado
9/10/2020,5.52686044,2099305405,Fundo 460,Fundo Multimercado
9/11/2020,1.58025454,3267498836,Fundo 459,Fundo de Ações
9/10/2020,1.58451292,3276303905,Fundo 459,Fundo de Ações
9/9/2020,1.62176823,3353336870,Fundo 459,Fundo de Ações
9/8/2020,1.60230722,3313142734,Fundo 459,Fundo de Ações
9/11/2020,5.53273738,2100822361,Fundo 460,Fundo Multimercado
9/11/2020,12637.74934,2518869708,Fundo 462,Fundo Multimercado
9/10/2020,12663.44812,2523881590,Fundo 462,Fundo Multimercado
9/9/2020,12752.74082,2542991022,Fundo 462,Fundo Multimercado
9/8/2020,12694.03915,2542801222,Fundo 462,Fundo Multimercado
9/11/2020,3.5713597,339135068,Fundo 445,Fundo Multimercado
9/10/2020,3.5707155,339053967.1,Fundo 445,Fundo Multimercado
9/9/2020,3.572827,339325787.8,Fundo 445,Fundo Multimercado
9/8/2020,3.5697102,338995660.9,Fundo 445,Fundo Multimercado
9/11/2020,709.9123991,1488686251,Fundo 444,Fundo de Ações
9/10/2020,717.5390265,1504359467,Fundo 444,Fundo de Ações
9/9/2020,730.6740261,1533284725,Fundo 444,Fundo de Ações
9/8/2020,726.1328209,1523940710,Fundo 444,Fundo de Ações
9/11/2020,12.9185255,669368022.1,Fundo 456,Fundo Multimercado
9/10/2020,12.9201128,669450267.8,Fundo 456,Fundo Multimercado
9/9/2020,12.9527277,671140194.8,Fundo 456,Fundo Multimercado
9/8/2020,12.9579263,668388347.3,Fundo 456,Fundo Multimercado
9/11/2020,6.92723975,243278257.2,Fundo 470,Fundo de Ações
9/10/2020,7.07493229,248473253.2,Fundo 470,Fundo de Ações
9/9/2020,7.26007953,254902808.7,Fundo 470,Fundo de Ações
9/8/2020,7.21159968,253168885.4,Fundo 470,Fundo de Ações
9/11/2020,1211.704659,1723714900,Fundo 469,Fundo de Ações
9/10/2020,1213.898091,1722382128,Fundo 469,Fundo de Ações
9/9/2020,1245.025236,1765739769,Fundo 469,Fundo de Ações
9/8/2020,1226.738135,1739804341,Fundo 469,Fundo de Ações
9/8/2020,5.20162874,711396318.2,Fundo 468,Fundo Multimercado
9/10/2020,5.1877776,739429216.2,Fundo 468,Fundo Multimercado
9/11/2020,5.18638934,744917068.8,Fundo 468,Fundo Multimercado
9/9/2020,5.19710085,722835038.6,Fundo 468,Fundo Multimercado
9/8/2020,3.7325755,1325563309,Fundo 461,Fundo de Ações
9/9/2020,3.7873062,1344973498,Fundo 461,Fundo de Ações
9/11/2020,3.6764655,1304974830,Fundo 461,Fundo de Ações
9/10/2020,3.6888361,1309659611,Fundo 461,Fundo de Ações
9/11/2020,5.0183485,33456914.38,Fundo 455,Fundo Multimercado
9/10/2020,4.9979426,33352739.77,Fundo 455,Fundo Multimercado
9/9/2020,5.0095624,33528510.37,Fundo 455,Fundo Multimercado
9/8/2020,4.9969869,33444343.58,Fundo 455,Fundo Multimercado
9/9/2020,3.29362725,123158324,Fundo 235,Fundo Multimercado
9/8/2020,3.29435973,122870643.6,Fundo 235,Fundo Multimercado
9/10/2020,3.29304939,122834196.2,Fundo 235,Fundo Multimercado
9/11/2020,3.29433326,122835074,Fundo 235,Fundo Multimercado
9/11/2020,2.524189,3419649.39,Fundo 535,Fundo Multimercado
9/10/2020,2.5243723,3439825.18,Fundo 535,Fundo Multimercado
9/9/2020,2.5243593,3365443.75,Fundo 535,Fundo Multimercado
9/8/2020,2.5242438,3696671.69,Fundo 535,Fundo Multimercado
9/11/2020,6.0771987,162678093.2,Fundo 233,Fundo de Ações
9/10/2020,6.0774618,162677636.6,Fundo 233,Fundo de Ações
9/9/2020,6.227656,166692816,Fundo 233,Fundo de Ações
9/8/2020,6.160737,164936248.5,Fundo 233,Fundo de Ações
9/11/2020,4.12646364,1503292043,Fundo 239,Fundo Multimercado
9/10/2020,4.12817868,1502645469,Fundo 239,Fundo Multimercado
9/9/2020,4.14909167,1509028597,Fundo 239,Fundo Multimercado
9/8/2020,4.12914073,1500785188,Fundo 239,Fundo Multimercado
9/11/2020,239.9915779,47198502.05,Fundo 238,Fundo Multimercado
9/10/2020,240.4729699,47289712.55,Fundo 238,Fundo Multimercado
9/9/2020,243.3538862,47856253.16,Fundo 238,Fundo Multimercado
9/8/2020,241.8693739,47563272.31,Fundo 238,Fundo Multimercado
9/11/2020,256.8354185,18023101.4,Fundo 237,Fundo Multimercado
9/10/2020,257.0885217,18040288.53,Fundo 237,Fundo Multimercado
9/9/2020,258.7391645,18156116.62,Fundo 237,Fundo Multimercado
9/8/2020,257.8893288,18093644.15,Fundo 237,Fundo Multimercado
9/11/2020,3.96237902,1075634449,Fundo 236,Fundo Multimercado
9/10/2020,3.95951614,1071758670,Fundo 236,Fundo Multimercado
9/9/2020,3.96084027,1067491302,Fundo 236,Fundo Multimercado
9/8/2020,3.96216563,1063488356,Fundo 236,Fundo Multimercado
9/11/2020,49.616269,5230294773,Fundo 241,Fundo de Ações
9/10/2020,49.9543386,5265932348,Fundo 241,Fundo de Ações
9/9/2020,51.2489503,5402403733,Fundo 241,Fundo de Ações
9/8/2020,50.3141854,5303865567,Fundo 241,Fundo de Ações
9/11/2020,133.196204,515328814.8,Fundo 584,Fundo Multimercado
9/10/2020,133.102443,515467706.5,Fundo 584,Fundo Multimercado
9/9/2020,133.361558,516678792.7,Fundo 584,Fundo Multimercado
9/8/2020,133.263097,516218676.1,Fundo 584,Fundo Multimercado
9/11/2020,1.4997304,2106275175,Fundo 565,Fundo Multimercado
9/10/2020,1.5000454,2107554828,Fundo 565,Fundo Multimercado
9/9/2020,1.5097274,2122689975,Fundo 565,Fundo Multimercado
9/8/2020,1.5034235,2114574965,Fundo 565,Fundo Multimercado
9/11/2020,1.378239,3384982326,Fundo 566,Fundo Multimercado
9/10/2020,1.3756352,3382492153,Fundo 566,Fundo Multimercado
9/9/2020,1.3779341,3483193366,Fundo 566,Fundo Multimercado
9/8/2020,1.3763862,3486238093,Fundo 566,Fundo Multimercado
9/11/2020,2.6017868,1073415784,Fundo 278,Fundo Multimercado
9/10/2020,2.5910204,1068973895,Fundo 278,Fundo Multimercado
9/9/2020,2.5888723,1068087643,Fundo 278,Fundo Multimercado
9/8/2020,2.6157277,1079167347,Fundo 278,Fundo Multimercado
9/8/2020,5.65429814,1484842865,Fundo 279,Fundo de Ações
9/9/2020,5.72503126,1509368623,Fundo 279,Fundo de Ações
9/10/2020,5.5978282,1477117783,Fundo 279,Fundo de Ações
9/11/2020,5.57708966,1471982686,Fundo 279,Fundo de Ações
9/11/2020,1.1745157,971811925.7,Fundo 571,Fundo Multimercado
9/10/2020,1.1766604,973586418.2,Fundo 571,Fundo Multimercado
9/9/2020,1.1854111,980826940.2,Fundo 571,Fundo Multimercado
9/8/2020,1.1776345,974392446.1,Fundo 571,Fundo Multimercado
9/9/2020,3.0387875,3336313723,Fundo 568,Fundo de Ações
9/8/2020,2.9790252,3269012318,Fundo 568,Fundo de Ações
9/10/2020,2.9680145,3259553129,Fundo 568,Fundo de Ações
9/11/2020,2.9690279,3263951086,Fundo 568,Fundo de Ações
9/11/2020,14.000049,2112984464,Fundo 560,Fundo de Ações
9/10/2020,14.1307397,2132709206,Fundo 560,Fundo de Ações
9/9/2020,14.4014663,2173574231,Fundo 560,Fundo de Ações
9/8/2020,14.3426779,2164701465,Fundo 560,Fundo de Ações
9/11/2020,2.4718267,4836631010,Fundo 564,Fundo Multimercado
9/10/2020,2.4676286,4813074056,Fundo 564,Fundo Multimercado
9/9/2020,2.5169815,4908976101,Fundo 564,Fundo Multimercado
9/8/2020,2.4881566,4851012214,Fundo 564,Fundo Multimercado
9/8/2020,1.3605716,1840207340,Fundo 570,Fundo Multimercado
9/10/2020,1.3609321,1828438625,Fundo 570,Fundo Multimercado
9/11/2020,1.788196,233023246.3,Fundo 569,Fundo Multimercado
9/10/2020,1.7951175,233925199.6,Fundo 569,Fundo Multimercado
9/9/2020,1.7978688,234283728,Fundo 569,Fundo Multimercado
9/8/2020,1.7871459,232886396.5,Fundo 569,Fundo Multimercado
9/11/2020,1.3616846,1828783934,Fundo 570,Fundo Multimercado
9/9/2020,1.3610057,1839155516,Fundo 570,Fundo Multimercado
9/11/2020,2.2064494,558908535.5,Fundo 563,Fundo de Ações
9/10/2020,2.1979258,556584100.6,Fundo 563,Fundo de Ações
9/9/2020,2.2616158,572712398.1,Fundo 563,Fundo de Ações
9/8/2020,2.2151448,560774056.6,Fundo 563,Fundo de Ações
9/11/2020,1.5760553,1777886052,Fundo 559,Fundo Multimercado
9/10/2020,1.5728708,1774378394,Fundo 559,Fundo Multimercado
9/9/2020,1.5817789,1784372688,Fundo 559,Fundo Multimercado
9/8/2020,1.5789744,1781436864,Fundo 559,Fundo Multimercado
9/11/2020,333.539201,1622382229,Fundo 297,Fundo Multimercado
9/10/2020,332.1952384,1613916973,Fundo 297,Fundo Multimercado
9/9/2020,331.6892752,1610784658,Fundo 297,Fundo Multimercado
9/8/2020,331.9860614,1611718540,Fundo 297,Fundo Multimercado
9/11/2020,5.22130424,1154817075,Fundo 293,Fundo de Ações
9/10/2020,5.2608398,1164200267,Fundo 293,Fundo de Ações
9/9/2020,5.42065277,1200359449,Fundo 293,Fundo de Ações
9/8/2020,5.31424009,1177674055,Fundo 293,Fundo de Ações
9/10/2020,3.46122699,1127702849,Fundo 292,Fundo de Ações
9/9/2020,3.55304872,1157993142,Fundo 292,Fundo de Ações
9/8/2020,3.50436259,1142315585,Fundo 292,Fundo de Ações
9/11/2020,3.46776014,1128668340,Fundo 292,Fundo de Ações
9/11/2020,2.1027953,662960306.1,Fundo 561,Fundo de Ações
9/10/2020,2.1188775,670045945.5,Fundo 561,Fundo de Ações
9/9/2020,2.1660112,684950868.3,Fundo 561,Fundo de Ações
9/8/2020,2.13917,676462953.1,Fundo 561,Fundo de Ações
9/11/2020,3.0068702,80422384.06,Fundo 294,Fundo de Ações
9/10/2020,3.0022759,80299505.12,Fundo 294,Fundo de Ações
9/9/2020,3.0208407,80796042.55,Fundo 294,Fundo de Ações
9/8/2020,3.0230606,80855417.38,Fundo 294,Fundo de Ações
9/11/2020,1.7110907,141581842.4,Fundo 562,Fundo de Ações
9/10/2020,1.7494064,145774616.5,Fundo 562,Fundo de Ações
9/9/2020,1.7915397,149285499.8,Fundo 562,Fundo de Ações
9/8/2020,1.7809973,148407021.6,Fundo 562,Fundo de Ações
9/11/2020,2.88266459,216174073.9,Fundo 295,Fundo Multimercado
9/10/2020,2.87946724,215588860.2,Fundo 295,Fundo Multimercado
9/9/2020,2.88071723,215582674,Fundo 295,Fundo Multimercado
9/8/2020,2.87669659,215624816.2,Fundo 295,Fundo Multimercado
9/11/2020,1.7234589,5355271978,Fundo 3,Fundo de Ações
9/10/2020,1.7498505,5447894236,Fundo 3,Fundo de Ações
9/9/2020,1.7934841,5582928014,Fundo 3,Fundo de Ações
9/8/2020,1.7833334,5550191816,Fundo 3,Fundo de Ações
9/11/2020,1.2685384,29316972.18,Fundo 4,Fundo de Ações
9/10/2020,1.2730761,29421842.47,Fundo 4,Fundo de Ações
9/9/2020,1.3048916,30157123.53,Fundo 4,Fundo de Ações
9/8/2020,1.280566,29594940.34,Fundo 4,Fundo de Ações
9/11/2020,1.40157556,400076229.2,Fundo 588,Fundo Multimercado
9/10/2020,1.40147633,399208963.3,Fundo 588,Fundo Multimercado
9/9/2020,1.40564316,399382876.2,Fundo 588,Fundo Multimercado
9/8/2020,1.40245883,398285556.5,Fundo 588,Fundo Multimercado
9/11/2020,1.6718229,209870132.9,Fundo 1,Fundo de Ações
9/10/2020,1.6913212,212009935.2,Fundo 1,Fundo de Ações
9/9/2020,1.7168995,215724683.3,Fundo 1,Fundo de Ações
9/8/2020,1.7065759,214310011.2,Fundo 1,Fundo de Ações
9/8/2020,1.7121809,184936673.2,Fundo 2,Fundo de Ações
9/11/2020,1.6576236,179043815.7,Fundo 2,Fundo de Ações
9/10/2020,1.6847266,181971276.5,Fundo 2,Fundo de Ações
9/9/2020,1.7302036,186883349.5,Fundo 2,Fundo de Ações
9/11/2020,1.39779044,739610108.8,Fundo 583,Fundo Multimercado
9/10/2020,1.39869915,740090933.4,Fundo 583,Fundo Multimercado
9/9/2020,1.40358256,742674881.6,Fundo 583,Fundo Multimercado
9/8/2020,1.39931348,740415989,Fundo 583,Fundo Multimercado
9/11/2020,13.089574,20389263058,Fundo 589,Fundo Multimercado
9/10/2020,13.102322,20414404582,Fundo 589,Fundo Multimercado
9/9/2020,13.174861,20519568809,Fundo 589,Fundo Multimercado
9/8/2020,13.123492,20448972686,Fundo 589,Fundo Multimercado
9/11/2020,1.57989261,1214580821,Fundo 590,Fundo Multimercado
9/10/2020,1.5789793,1204408234,Fundo 590,Fundo Multimercado
9/8/2020,1.58223134,1191342585,Fundo 590,Fundo Multimercado
9/9/2020,1.58410134,1202001634,Fundo 590,Fundo Multimercado
9/11/2020,1.2352053,77173645.02,Fundo 587,Fundo Multimercado
9/10/2020,1.2351917,77172798.66,Fundo 587,Fundo Multimercado
9/9/2020,1.2351378,77169426.88,Fundo 587,Fundo Multimercado
9/8/2020,1.2350579,77164439.14,Fundo 587,Fundo Multimercado
9/11/2020,1.81622762,91859618.89,Fundo 586,Fundo de Ações
9/10/2020,1.80669519,91771417.51,Fundo 586,Fundo de Ações
9/9/2020,1.85020999,94078023.52,Fundo 586,Fundo de Ações
9/8/2020,1.82484654,92877622.18,Fundo 586,Fundo de Ações
9/11/2020,3.7588017,311131878.2,Fundo 344,Fundo Multimercado
9/10/2020,3.7634594,312118165.5,Fundo 344,Fundo Multimercado
9/9/2020,3.7781137,315240896.4,Fundo 344,Fundo Multimercado
9/8/2020,3.7671812,314328704.1,Fundo 344,Fundo Multimercado
9/11/2020,1.84539479,15914198.74,Fundo 224,Fundo de Ações
9/10/2020,1.82861237,15769471.51,Fundo 224,Fundo de Ações
9/9/2020,1.84900009,15945289.91,Fundo 224,Fundo de Ações
9/8/2020,1.83976112,15865615.46,Fundo 224,Fundo de Ações
9/8/2020,1.77551806,1437266867,Fundo 225,Fundo Multimercado
9/9/2020,1.7808675,1432856846,Fundo 225,Fundo Multimercado
9/10/2020,1.77626057,1426949608,Fundo 225,Fundo Multimercado
9/11/2020,1.77927889,1429379207,Fundo 225,Fundo Multimercado
9/11/2020,1.56873055,961521171.1,Fundo 182,Fundo Multimercado
9/10/2020,1.5680097,963683955.4,Fundo 182,Fundo Multimercado
9/9/2020,1.56815843,966316388.8,Fundo 182,Fundo Multimercado
9/8/2020,1.56733402,965829928,Fundo 182,Fundo Multimercado
9/11/2020,0.8283105,88879768.84,Fundo 94,Fundo de Ações
9/10/2020,0.8302743,88942938.99,Fundo 94,Fundo de Ações
9/9/2020,0.8534191,91148399.16,Fundo 94,Fundo de Ações
9/8/2020,0.8407849,88961600.61,Fundo 94,Fundo de Ações
9/11/2020,1.5215256,445966646.5,Fundo 223,Fundo Multimercado
9/9/2020,1.5234138,446520091.9,Fundo 223,Fundo Multimercado
9/10/2020,1.5232031,446458334.6,Fundo 223,Fundo Multimercado
9/8/2020,1.5257425,447202647.1,Fundo 223,Fundo Multimercado
9/11/2020,171.5508299,460745749.9,Fundo 232,Fundo Multimercado
9/10/2020,171.5590218,460037013.4,Fundo 232,Fundo Multimercado
9/9/2020,171.9697854,460651980.7,Fundo 232,Fundo Multimercado
9/8/2020,171.5223939,458760333.6,Fundo 232,Fundo Multimercado
9/11/2020,160.4842371,10857989.98,Fundo 231,Fundo Multimercado
9/10/2020,160.1197828,10839783.18,Fundo 231,Fundo Multimercado
9/9/2020,160.173462,10843417.15,Fundo 231,Fundo Multimercado
9/8/2020,159.7946738,10817773.96,Fundo 231,Fundo Multimercado
9/8/2020,1.7082659,6388487484,Fundo 221,Fundo Multimercado
9/9/2020,1.709792,6340437571,Fundo 221,Fundo Multimercado
9/10/2020,1.7072344,6395583221,Fundo 221,Fundo Multimercado
9/11/2020,1.7099355,6403437109,Fundo 221,Fundo Multimercado
9/11/2020,2.4092665,3010912559,Fundo 222,Fundo Multimercado
9/10/2020,2.3998361,2999127203,Fundo 222,Fundo Multimercado
9/9/2020,2.4087619,3010281979,Fundo 222,Fundo Multimercado
9/8/2020,2.4037167,3003478000,Fundo 222,Fundo Multimercado
9/11/2020,1.1708182,433132919,Fundo 95,Fundo Multimercado
9/10/2020,1.1831422,437691994.6,Fundo 95,Fundo Multimercado
9/9/2020,1.2064096,446238374.2,Fundo 95,Fundo Multimercado
9/8/2020,1.1943541,441669515.6,Fundo 95,Fundo Multimercado
9/11/2020,113.518948,172966242.5,Fundo 96,Fundo Multimercado
9/10/2020,113.747766,173314886.3,Fundo 96,Fundo Multimercado
9/9/2020,114.877382,175036057.4,Fundo 96,Fundo Multimercado
9/8/2020,114.464963,174407663.7,Fundo 96,Fundo Multimercado
9/11/2020,113.413204,1020400503,Fundo 97,Fundo Multimercado
9/9/2020,114.146723,999851064.2,Fundo 97,Fundo Multimercado
9/10/2020,113.47262,1007862575,Fundo 97,Fundo Multimercado
9/8/2020,113.739358,985164640,Fundo 97,Fundo Multimercado
9/11/2020,1.020231,172630313.4,Fundo 83,Fundo Multimercado
9/10/2020,1.0211075,172778627,Fundo 83,Fundo Multimercado
9/9/2020,1.0254796,173518414.1,Fundo 83,Fundo Multimercado
9/8/2020,1.0233864,173164232.2,Fundo 83,Fundo Multimercado
9/11/2020,3.39447084,161985387,Fundo 510,Fundo de Ações
9/10/2020,3.44566154,164428226,Fundo 510,Fundo de Ações
9/9/2020,3.50263725,167147127.6,Fundo 510,Fundo de Ações
9/8/2020,3.48549318,165851355.9,Fundo 510,Fundo de Ações
9/8/2020,16.7460418,282192573.2,Fundo 503,Fundo Multimercado
9/11/2020,16.7659657,281511088.2,Fundo 503,Fundo Multimercado
9/10/2020,16.7509952,281364045.8,Fundo 503,Fundo Multimercado
9/9/2020,16.7486234,281950015,Fundo 503,Fundo Multimercado
9/11/2020,2.1350889,262633768.9,Fundo 509,Fundo Multimercado
9/10/2020,2.13581216,262950813.1,Fundo 509,Fundo Multimercado
9/9/2020,2.14525496,266200552.2,Fundo 509,Fundo Multimercado
9/8/2020,2.14197485,265698674.9,Fundo 509,Fundo Multimercado
9/11/2020,301.8745825,18636826.86,Fundo 511,Fundo Multimercado
9/10/2020,300.3395906,18492315.33,Fundo 511,Fundo Multimercado
9/9/2020,300.2736805,17963372.36,Fundo 511,Fundo Multimercado
9/8/2020,302.1707815,18076863.26,Fundo 511,Fundo Multimercado
9/11/2020,1.22627522,128499634.1,Fundo 103,Fundo de Ações
9/10/2020,1.22720266,128192513.7,Fundo 103,Fundo de Ações
9/9/2020,1.22606207,128223229,Fundo 103,Fundo de Ações
9/8/2020,1.22960091,129044624.4,Fundo 103,Fundo de Ações
9/11/2020,18.327386,1500465602,Fundo 504,Fundo Multimercado
9/10/2020,18.32254,1500817203,Fundo 504,Fundo Multimercado
9/9/2020,18.319955,1501240331,Fundo 504,Fundo Multimercado
9/8/2020,18.315194,1503401684,Fundo 504,Fundo Multimercado
9/11/2020,1.33417366,25960624.55,Fundo 114,Fundo de Ações
9/10/2020,1.32673341,25815850.57,Fundo 114,Fundo de Ações
9/9/2020,1.33159181,25910386.28,Fundo 114,Fundo de Ações
9/8/2020,1.33219494,25922122.22,Fundo 114,Fundo de Ações
9/11/2020,1001.924172,16327331.38,Fundo 115,Fundo Multimercado
9/9/2020,1001.924172,16327331.38,Fundo 115,Fundo Multimercado
9/10/2020,1001.924172,16327331.38,Fundo 115,Fundo Multimercado
9/8/2020,1001.924172,16327331.38,Fundo 115,Fundo Multimercado
9/8/2020,185.4409219,306674632,Fundo 112,Fundo Multimercado
9/11/2020,140.0805907,22442216.36,Fundo 113,Fundo Multimercado
9/10/2020,140.0297285,22434067.75,Fundo 113,Fundo Multimercado
9/9/2020,140.4119512,22495303.39,Fundo 113,Fundo Multimercado
9/8/2020,140.4212662,22496795.74,Fundo 113,Fundo Multimercado
9/11/2020,185.0258975,305274413.8,Fundo 112,Fundo Multimercado
9/10/2020,185.0420063,305614018.9,Fundo 112,Fundo Multimercado
9/9/2020,185.1629348,305869908.1,Fundo 112,Fundo Multimercado
9/11/2020,3.25212011,1156943937,Fundo 477,Fundo Multimercado
9/10/2020,3.26485297,1160354918,Fundo 477,Fundo Multimercado
9/9/2020,3.29424952,1170540160,Fundo 477,Fundo Multimercado
9/8/2020,3.2863905,1166326402,Fundo 477,Fundo Multimercado
9/11/2020,1.89119539,258397574.7,Fundo 476,Fundo Multimercado
9/10/2020,1.88077752,257428643.6,Fundo 476,Fundo Multimercado
9/9/2020,1.88368654,257728659.3,Fundo 476,Fundo Multimercado
